label,f0_x,f0_y,f0_z,f1_x,f1_y,f1_z,f2_x,f2_y,f2_z,f3_x,f3_y,f3_z,f4_x,f4_y,f4_z,f5_x,f5_y,f5_z,f6_x,f6_y,f6_z,f7_x,f7_y,f7_z,f8_x,f8_y,f8_z,f9_x,f9_y,f9_z,f10_x,f10_y,f10_z,f11_x,f11_y,f11_z,f12_x,f12_y,f12_z,f13_x,f13_y,f13_z,f14_x,f14_y,f14_z,f15_x,f15_y,f15_z,f16_x,f16_y,f16_z,f17_x,f17_y,f17_z,f18_x,f18_y,f18_z,f19_x,f19_y,f19_z,f20_x,f20_y,f20_z
OPEN_PALM,0,0,0,0.2895970906324679,-0.12288091173996997,-0.1429127717275685,0.5513938746116228,-0.3348047258262692,-0.21421955835478773,0.7692106075056969,-0.5307804721679249,-0.2781088558434596,0.9653884690818907,-0.6725116248651462,-0.34180034914276225,0.34704025584176634,-0.9134183156834046,-0.08921016604101362,0.4646470237246856,-1.295875095301794,-0.16378063781142574,0.5219248015647804,-1.5401811852046634,-0.2322193196803907,0.5627699949733362,-1.7546491877917598,-0.28503186250238366,0.16076335335315628,-0.9828899687648978,-0.08990246670690602,0.2111448586131336,-1.434554643883088,-0.15072586924485432,0.23847890053701926,-1.714145350777935,-0.2171865512108267,0.25814124162639634,-1.945867835758625,-0.26999905204211994,-0.023705373618932785,-0.9586424112314867,-0.11096813698013247,-0.01066451797086073,-1.375207452386762,-0.18128591665740543,0.0026365120525294133,-1.648008934991917,-0.24408731909834633,0.018867989026322862,-1.8906333813533505,-0.2897790230782462,-0.2140210535795293,-0.8575279105612746,-0.1467698694388691,-0.2820156418085065,-1.1763618376774647,-0.22074695663497335,-0.32397442857300757,-1.397162709629954,-0.2593178777603797,-0.3507705416399842,-1.619684360455996,-0.2844384219404762
OPEN_PALM,0,0,0,-0.18827218862213402,-0.32635794674929064,-0.010657541137154313,-0.29410760663519236,-0.7182631797044671,-0.0466708873794516,-0.37179396787926394,-1.0215389087130031,-0.08458506911611584,-0.4891148670760546,-1.217363845805747,-0.13250899762856963,-0.03985138524703834,-1.019302977760667,-0.12953935070410985,-0.02207670325557556,-1.5318971335081653,-0.21463504922211293,-0.0036466969103576365,-1.8426593171322427,-0.26112535345395044,0.013664966395208237,-2.0889161639118212,-0.2918458377944441,0.15403337895584776,-0.970309710802424,-0.18647461835317025,0.25216124746985014,-1.5150748554051299,-0.26665505384996124,0.3040823933921339,-1.8626369561984377,-0.31785584010836826,0.3390914640294342,-2.1393130860491367,-0.3534915402746386,0.3353733446933504,-0.8319525789211317,-0.24105464498894588,0.4890021643760762,-1.3221945988514654,-0.33751692365684033,0.5752722741111076,-1.64594956001471,-0.401825077971813,0.6340818140902533,-1.9164040099940702,-0.44155693291253695,0.5002938296380143,-0.6339679786998228,-0.2889785892332115,0.7011416196131026,-0.9612046415309107,-0.38175436950680847,0.8187498760848523,-1.1891470163913795,-0.4214862244475324,0.9155453230637662,-1.4128332439510434,-0.44319533818779583
OPEN_PALM,0,0,0,0.3107162671197501,-0.06489456154683866,-0.10911224136526539,0.5851857783620211,-0.21973969652623343,-0.17885338087168376,0.8090827019634608,-0.3555036118856936,-0.2489814313210162,1.026948894367612,-0.4684810928356278,-0.3242360758755687,0.5091479887663896,-0.8135358266970452,-0.08725164449537462,0.7042274252729024,-1.0926539917426807,-0.1949102975234576,0.8225329930023161,-1.2759777010492248,-0.2888335156316569,0.9397752066521431,-1.449352060560076,-0.3598321076653432,0.3540745329297803,-0.9276428882776588,-0.11878508727294279,0.5154966717065464,-1.3070042615576454,-0.219962933783998,0.6388521747008497,-1.555585235299101,-0.3145632380050941,0.76265364600426,-1.7855157191932158,-0.385368390641729,0.1719340927686367,-0.9321952885402601,-0.16763288315514718,0.28911599524863346,-1.3178411757332282,-0.28032141058992455,0.4021638820951178,-1.5451845804916402,-0.3588648142336524,0.5305985757725117,-1.7600858166331244,-0.41090467361811484,-0.03314159864912482,-0.8540725199424059,-0.22596008554797756,0.022863720151675298,-1.1536283272505543,-0.3341023531430948,0.10071888204501639,-1.334128020682777,-0.38382071472126145,0.202654789487204,-1.5138520275981213,-0.415160726138981
OPEN_PALM,0,0,0,0.32096463845471634,-0.05523429801516285,-0.12312373424658316,0.6001146967960016,-0.21596542548995667,-0.1859757397602894,0.7911487828372764,-0.4096261429131595,-0.2452881172428461,0.9249506409696905,-0.6614646062349422,-0.305365845821606,0.5133051760515632,-0.8065068526031874,-0.057401778745774484,0.6888351795051426,-1.0777488271941176,-0.15756318407338077,0.8059189360747617,-1.2355672954316215,-0.25045404554620554,0.9279764584778111,-1.3884698431708427,-0.32028960907927057,0.36307337675863377,-0.9288212136256601,-0.07395185060591038,0.5050794760946249,-1.295053892001056,-0.16626872374736695,0.623057236317478,-1.5141952129884797,-0.2602118971610335,0.7516686751780225,-1.7200120476224736,-0.3310040912525227,0.18269529445559715,-0.9495358413967625,-0.11183524708144003,0.2884284367705668,-1.32393530812049,-0.22405046567960846,0.3906420769659244,-1.5279068898916888,-0.3038352102712908,0.5134292636253479,-1.7191304393981999,-0.3566423366834394,-0.016855217665406253,-0.8839826819826616,-0.1598591540593764,0.05485357174822838,-1.1401144953868854,-0.2715003843261766,0.1506293860089334,-1.2792989019400527,-0.324498890163683,0.26718720319492795,-1.416684105315433,-0.357599017223432
OPEN_PALM,0,0,0,0.30149710415335,-0.10851827027346402,-0.04496463418051671,0.540702030266954,-0.3560645530117271,-0.06973894996558436,0.6978503444975458,-0.5440119404137533,-0.10298166153986194,0.8369443149061043,-0.7315614268870178,-0.14083467897106908,0.4561244536417492,-0.8583821199153145,-0.010818059013376569,0.6452564774460383,-1.1333492278086477,-0.09584781977089606,0.7727132906432725,-1.2847084858465485,-0.16927296490677296,0.8959644349523426,-1.416711977300971,-0.22556720576569836,0.3395518911277198,-0.9384231046355554,-0.06376981980337082,0.5211062878313956,-1.3091695332727653,-0.14597881776907629,0.6528924127288926,-1.5147098988799097,-0.2232377967184187,0.7809446606967658,-1.6964592795049567,-0.2814731787288854,0.19859154890335065,-0.923832346169493,-0.13239054638378653,0.34663103710182847,-1.3086580758841293,-0.23857308947360562,0.46701850735267764,-1.5035746793539984,-0.31253208879989774,0.5928073325494807,-1.6886081309313823,-0.3628086447603047,0.03339715884271335,-0.8246155059237084,-0.2044083478936372,0.1304457733496578,-1.0868098920069726,-0.3183556255843219,0.24670367567322674,-1.2338476014359294,-0.3756204370190179,0.37989571340802164,-1.3819993994664785,-0.4130852290531618
OPEN_PALM,0,0,0,0.25719849728128413,-0.19526488909333012,-0.004267142631470833,0.40522326238513245,-0.5585225556587481,-0.014248958113983837,0.49632416212857083,-0.8018112316138484,-0.040175294405123664,0.6183373101152361,-0.9622455061939929,-0.07565837625964594,0.28868070103472676,-0.9565881008071627,-0.03004397185142356,0.4207006170899589,-1.263614828797769,-0.12439192773202606,0.529293337243183,-1.4327657890880658,-0.1941854845438634,0.6391705855435654,-1.5852896729435026,-0.2500953819217891,0.16135700036790362,-0.9808782757945383,-0.10881969723632565,0.2626186807481065,-1.4016894061159408,-0.21744999915543278,0.3865401415236663,-1.6223535994668452,-0.2956863204363105,0.5119094865475364,-1.8147359567352397,-0.3521590748348325,0.0312910506417514,-0.900734121878543,-0.19775019809149974,0.11005752657788513,-1.3223867930680344,-0.3318964297274323,0.25146722607559807,-1.524333138759992,-0.41350988015475854,0.3925876394113409,-1.7072012359635473,-0.46566742767534364,-0.09802399048596902,-0.7405304249283055,-0.2848045564608263,-0.016170463170232213,-1.0301840991946791,-0.42964491576253877,0.1158752773719154,-1.2051768439221056,-0.5084440940640128,0.26184856599860185,-1.3749911950521616,-0.5617274075343068
OPEN_PALM,0,0,0,0.2917033242131465,-0.16579609526202466,-0.06981067175384476,0.4961317760779934,-0.441186463241824,-0.09677791899285586,0.6307345907400127,-0.6917786596462114,-0.13043916263221983,0.6966714871549753,-0.9505424736462635,-0.16515232516392744,0.40231984029890044,-0.8886045452267008,0.01619523165836931,0.5430091814429597,-1.1675364517002667,-0.06340356780989119,0.6315141733357841,-1.3263266022007607,-0.1422970891514011,0.7212795637311155,-1.485199356058726,-0.2019693120706863,0.2734400973460474,-0.9617795340208146,-0.014513480013038097,0.3892994592582139,-1.3254767531125948,-0.08707162890571675,0.4786410515188824,-1.536040596172895,-0.1661086065326533,0.5710592970140943,-1.7337282922368205,-0.22702398316260972,0.12774971293108248,-0.9428966210570493,-0.06560302300374223,0.21119616103403419,-1.3110039475825523,-0.15731078575724913,0.29750733648492583,-1.496995544613979,-0.2237726023715971,0.3925412119306122,-1.6661224325311308,-0.26948304757737784,-0.030569437516193662,-0.8474884558526391,-0.1250839708757919,0.029855723052224052,-1.0985584644053086,-0.21765237747440694,0.11669421902733676,-1.2461424503324874,-0.26412785582094994,0.22226715647694173,-1.385445396034624,-0.295111490172464
OPEN_PALM,0,0,0,0.31215490983407856,-0.06694363585553471,-0.1296243279748907,0.5857340395872739,-0.2520648147553153,-0.1827730607257643,0.7661626689780757,-0.4993977122992573,-0.2294216047010096,0.8820391496632444,-0.780360167302063,-0.2768348629362507,0.5193886450113019,-0.8040357422892537,-0.06796796853429418,0.7033164988297941,-1.1051766304433246,-0.15954438641818855,0.8154328936736237,-1.2958075409884793,-0.24242199904736098,0.9228317479072957,-1.4820623216121611,-0.30532102335922434,0.36457676767371705,-0.927786838339411,-0.07934332408428595,0.5105038382795772,-1.3108805340182792,-0.16403717506868556,0.6275049185177926,-1.5617874277523096,-0.25159877170844885,0.7431382062291244,-1.7866736138111114,-0.3188950205809521,0.17798124816514552,-0.9535644874015615,-0.11232230674794638,0.27741727919552844,-1.3450998008485076,-0.21087688081383493,0.384208755618024,-1.5821995814439003,-0.287349902347426,0.507042234864414,-1.8041387657946082,-0.33973390404320897,-0.03281845514681427,-0.9037896036951123,-0.15734579093296347,0.02247909242806526,-1.227567726890622,-0.25905487010416667,0.09211840819193613,-1.436737063162372,-0.3139242435302205,0.1866436878406823,-1.6446614798213677,-0.3502489434543843
OPEN_PALM,0,0,0,0.33564404763014427,-0.029522523021108988,-0.13737899539397153,0.640445198073288,-0.1749098882109822,-0.1991089637915551,0.8458236542229588,-0.3862694348962054,-0.2534830364197374,0.9702038875820432,-0.6517771525003424,-0.3093482048441501,0.5704725577863732,-0.7648135882471152,-0.09637477743458962,0.7696499785314267,-1.0791819175236708,-0.19642505480397565,0.8854942361162912,-1.2797545077891277,-0.2844971663269168,0.9927120021538978,-1.4743813960845036,-0.3501038833391102,0.4073169604481397,-0.9067172240974248,-0.10934701301978403,0.5745247600182886,-1.3081488969193258,-0.19940719352507374,0.6901789626778332,-1.5757124645928644,-0.29384112226677284,0.7957639200432358,-1.8176945406251215,-0.36660496516008656,0.21316140272794543,-0.9487482656047835,-0.1427468133691304,0.33410189572127924,-1.3447535037340168,-0.24354263863663164,0.44297516986949953,-1.5989482301065412,-0.3292290004103616,0.5569517289412232,-1.833201993302038,-0.3888715280992968,-0.0034544738521719905,-0.9147459167697891,-0.18817451389348747,0.05124137388974292,-1.25205224004498,-0.29364234356659813,0.11103613585584002,-1.4773326050583895,-0.352688411788496,0.18871608142471352,-1.6961729561075247,-0.3916548176250698
OPEN_PALM,0,0,0,0.327360705737212,-0.1317078293721368,-0.09816753036306276,0.585283001237568,-0.34217277102444577,-0.12411050442849575,0.7428513401797107,-0.606783878111939,-0.14995845295449878,0.8220404085252245,-0.8719802425134633,-0.1748561203989957,0.42869940704571907,-0.8547252896337333,0.019146021152169197,0.5878947394011184,-1.1752064134631648,-0.04079365183246454,0.6750783514171098,-1.36633272453964,-0.10814559731130621,0.7588771431012277,-1.5548918219439178,-0.1612669202667725,0.2722643876565543,-0.9622085077473914,0.005185637139250192,0.3869932474961323,-1.3508087468852803,-0.052981148196476265,0.4751158467851501,-1.6064621428055041,-0.13104764280375228,0.5610097555346883,-1.8371138038450954,-0.19139118075276496,0.1006991241150254,-0.9729848046391705,-0.03186090434876041,0.1768060016714312,-1.3593942333048386,-0.1083356569525683,0.2705895817895063,-1.6033141927676284,-0.1814131223669237,0.37343238891513575,-1.8271506611638575,-0.23130344854573878,-0.08817284346502925,-0.9126486389184375,-0.07954180539300831,-0.0485269691287814,-1.2372408117833191,-0.1598414858009101,0.007741302063505086,-1.4508885695751939,-0.20792627535614294,0.08767351841930955,-1.6615753116936585,-0.24042625995190609
